Accident_ID,Date,Time_Slot,State,City,Road_Type,Weather,Vehicle_Type,Driver_Age,Alcohol_Involved,Helmet_Used,Estimated_Speed,Casualties,Deaths,Accident_Severity
ACC000482,15-11-2022,Morning,Madhya Pradesh,Gwalior,City Road,Clear,Two-Wheeler,36,No,Yes,44,1,0,Major
ACC000483,27-05-2024,Afternoon,Tamil Nadu,Coimbatore,Highway,Clear,Car,53,Yes,NA,68,9,0,Major
ACC000484,22-04-2023,Evening,Kerala,Kozhikode,State Road,Clear,Car,42,Yes,NA,52,1,0,Major
ACC000485,01-03-2022,Night,Uttarakhand,Nainital,Highway,Rainy,Truck,24,No,NA,62,2,0,Minor
ACC000486,13-09-2023,Night,Rajasthan,Udaipur,Arterial Road,Clear,Auto-Rickshaw,37,No,NA,33,3,0,Minor
ACC000487,24-11-2023,Afternoon,Jharkhand,Jamshedpur,Arterial Road,Clear,Car,35,No,NA,47,1,1,Fatal
ACC000488,26-11-2022,Night,Assam,Dibrugarh,Highway,Clear,Truck,31,No,NA,63,4,1,Fatal
ACC000489,01-05-2024,Evening,Tamil Nadu,Chennai,Highway,Clear,Auto-Rickshaw,36,No,NA,75,0,0,Property Damage
ACC000490,20-04-2024,Night,Bihar,Bhagalpur,State Road,Clear,Truck,46,No,NA,68,0,0,Property Damage
ACC000491,26-10-2024,Afternoon,,Jammu,State Road,Cloudy,Two-Wheeler,27,No,Yes,46,1,0,Minor
ACC000492,16-08-2024,Morning,West Bengal,Howrah,City Road,Rainy,Two-Wheeler,32,No,Yes,37,4,0,Minor
ACC000493,22-08-2024,Morning,Uttar Pradesh,Kanpur,Arterial Road,Cloudy,Auto-Rickshaw,49,No,NA,40,2,0,Minor
ACC000494,21-04-2023,Evening,,South Delhi,Highway,Clear,Truck,42,No,NA,69,1,0,Minor
ACC000495,04-03-2025,Morning,Nagaland,Kohima,State Road,Clear,Bicycle,53,No,NA,58,1,0,Minor
ACC000496,23-03-2024,Evening,Andhra Pradesh,Guntur,Highway,Rainy,Two-Wheeler,55,No,Yes,68,1,0,Minor
ACC000497,30-09-2023,Night,Telangana,Nizamabad,Village Road,Rainy,Truck,18,No,NA,81,0,0,Property Damage
ACC000498,17-07-2024,Evening,Madhya Pradesh,Bhopal,City Road,Foggy,Bus,40,No,NA,46,3,0,Minor
ACC000499,27-06-2023,Morning,Uttarakhand,Haridwar,Village Road,Clear,Bus,29,No,NA,59,0,0,Property Damage
ACC000500,22-01-2024,Night,Andhra Pradesh,Guntur,Village Road,Clear,Truck,20,No,NA,66,1,0,Minor
ACC000501,11-12-2024,Night,Uttar Pradesh,Agra,City Road,Foggy,Two-Wheeler,26,Yes,No,52,7,2,Fatal
ACC000502,01-08-2025,Night,Punjab,Jalandhar,Highway,Clear,Truck,32,No,NA,65,5,2,Fatal
ACC000503,16-09-2025,Evening,,South Delhi,City Road,Rainy,Car,32,No,NA,37,4,0,Major
ACC000504,07-01-2024,Evening,Uttarakhand,Dehradun,Flyover,Cloudy,Two-Wheeler,28,No,Yes,51,3,0,Major
ACC000505,04-02-2024,Evening,Karnataka,Mangaluru,Arterial Road,Clear,Two-Wheeler,36,No,No,42,4,1,Fatal
ACC000506,24-03-2025,Night,Uttar Pradesh,Kanpur,State Road,Cloudy,Auto-Rickshaw,68,No,NA,51,2,0,Major
ACC000507,18-04-2023,Morning,,North Delhi,City Road,Clear,Two-Wheeler,16,Yes,No,59,6,1,Fatal
ACC000508,26-05-2025,Evening,,North Delhi,Highway,Clear,Car,51,No,NA,70,1,0,Major
ACC000509,23-12-2023,Morning,Andhra Pradesh,Guntur,Highway,Cloudy,Car,36,No,NA,66,3,1,Fatal
ACC000510,04-07-2022,Afternoon,Haryana,Panipat,City Road,Clear,Pedestrian-Involved,30,No,NA,38,0,0,Property Damage
ACC000511,01-05-2022,Morning,Gujarat,Surat,Highway,Clear,Truck,16,No,NA,89,3,0,Major
ACC000512,02-06-2025,Night,West Bengal,Siliguri,State Road,Rainy,Two-Wheeler,46,No,No,47,0,0,Property Damage
ACC000513,03-04-2022,Afternoon,Tamil Nadu,Salem,Highway,Clear,Two-Wheeler,17,No,No,86,6,0,Major
ACC000514,21-02-2023,Evening,Tamil Nadu,Salem,Highway,Clear,Two-Wheeler,47,No,Yes,72,3,1,Fatal
ACC000515,21-05-2023,Night,Madhya Pradesh,Jabalpur,Highway,Clear,Two-Wheeler,59,No,No,72,3,0,Major
ACC000516,18-09-2022,Night,Himachal Pradesh,Dharamshala,City Road,Rainy,Bus,19,Yes,NA,59,4,1,Fatal
ACC000517,17-04-2023,Afternoon,Maharashtra,Aurangabad,Highway,Clear,Two-Wheeler,51,No,No,67,4,0,Major
ACC000518,20-12-2024,Night,Madhya Pradesh,Gwalior,State Road,Clear,Two-Wheeler,36,No,No,66,4,1,Fatal
ACC000519,25-01-2022,Afternoon,Telangana,Hyderabad,Highway,Cloudy,Auto-Rickshaw,16,Yes,NA,84,3,1,Fatal
ACC000520,09-05-2025,Morning,Madhya Pradesh,Indore,Highway,Clear,Two-Wheeler,20,No,No,81,6,1,Fatal
ACC000521,22-06-2025,Night,Maharashtra,Nagpur,Arterial Road,Clear,Two-Wheeler,38,No,No,41,7,2,Fatal
ACC000522,13-07-2023,Evening,Telangana,Warangal,Village Road,Cloudy,Car,,No,NA,74,0,0,Property Damage
ACC000523,24-08-2022,Night,Rajasthan,Udaipur,State Road,Rainy,Two-Wheeler,16,No,No,55,7,1,Fatal
ACC000524,14-06-2024,Night,Haryana,Panipat,Highway,Rainy,Two-Wheeler,36,No,No,64,4,0,Major
ACC000525,09-07-2022,Evening,,North Delhi,State Road,Rainy,Pedestrian-Involved,47,No,NA,52,3,0,Major
ACC000526,03-07-2023,Night,Maharashtra,Pune,Highway,Foggy,Bus,49,No,NA,64,6,0,Major
ACC000527,03-11-2025,Evening,,North Delhi,Highway,Clear,Truck,31,No,NA,73,0,0,Property Damage
ACC000528,25-12-2025,Evening,,East Delhi,City Road,Foggy,Truck,42,No,NA,54,1,0,Minor
ACC000529,06-02-2025,Night,Uttarakhand,Dehradun,City Road,Clear,Two-Wheeler,50,No,Yes,44,0,0,Property Damage
ACC000530,12-04-2023,Afternoon,Haryana,Gurugram,Arterial Road,Clear,Bus,47,No,NA,44,5,0,Major
ACC000531,07-10-2024,Night,Bihar,Bhagalpur,City Road,Cloudy,Car,48,Yes,NA,40,3,0,Major
ACC000532,30-10-2024,Afternoon,Haryana,Gurugram,City Road,Foggy,Two-Wheeler,37,No,Yes,38,0,0,Property Damage
ACC000533,03-08-2023,Night,Punjab,Amritsar,State Road,Clear,Two-Wheeler,35,No,No,52,0,0,Property Damage
ACC000534,06-08-2024,Night,Uttar Pradesh,Noida,Highway,Rainy,Car,40,No,NA,68,5,0,Major
ACC000535,18-01-2022,Morning,,Srinagar,Highway,Foggy,Two-Wheeler,26,No,No,85,2,1,Fatal
ACC000536,04-11-2022,Evening,Bihar,Gaya,City Road,Cloudy,Two-Wheeler,50,No,Yes,34,0,0,Property Damage
ACC000537,12-02-2024,Night,Jharkhand,Ranchi,City Road,Cloudy,Two-Wheeler,16,Yes,No,63,3,0,Major
ACC000538,06-09-2022,Morning,Rajasthan,Jaipur,State Road,Rainy,Car,29,No,NA,49,4,0,Minor
ACC000539,09-09-2022,Morning,Uttar Pradesh,Kanpur,City Road,Clear,Two-Wheeler,36,No,No,44,5,1,Fatal
ACC000540,24-05-2025,Afternoon,Andhra Pradesh,Visakhapatnam,City Road,Clear,Car,42,No,NA,33,4,0,Major
ACC000541,15-12-2025,Night,Andhra Pradesh,Vijayawada,Village Road,Foggy,Two-Wheeler,45,No,Yes,57,4,1,Fatal
ACC000542,03-04-2024,Night,West Bengal,Siliguri,Flyover,Clear,Car,55,No,NA,34,1,0,Minor
ACC000543,29-05-2025,Night,Kerala,Thiruvananthapuram,City Road,Clear,Two-Wheeler,37,No,No,46,4,2,Fatal
ACC000544,17-12-2025,Morning,Karnataka,Hubli,Village Road,Foggy,Two-Wheeler,27,No,No,54,4,3,Fatal
ACC000545,07-08-2022,Morning,Andhra Pradesh,Guntur,Arterial Road,Foggy,Car,34,No,NA,40,1,1,Fatal
ACC000546,22-10-2023,Night,Rajasthan,Jaipur,Highway,Clear,Car,32,No,NA,38,3,1,Fatal
ACC000547,09-08-2023,Night,,Jammu,State Road,Cloudy,Two-Wheeler,43,No,No,74,2,1,Fatal
ACC000548,14-05-2022,Evening,Maharashtra,Mumbai,Highway,Cloudy,Car,22,No,NA,56,6,1,Fatal
ACC000549,09-01-2025,Night,Kerala,Kozhikode,City Road,Foggy,Bus,34,No,NA,45,1,0,Minor
ACC000550,03-10-2023,Morning,Karnataka,Mysuru,Village Road,Clear,Two-Wheeler,57,No,Yes,43,0,0,Property Damage
ACC000551,18-11-2023,Evening,Telangana,Warangal,State Road,Clear,Car,38,No,NA,62,2,0,Major
ACC000552,20-08-2022,Morning,Andhra Pradesh,Guntur,City Road,Rainy,Car,22,No,NA,45,1,0,Major
ACC000553,29-09-2022,Evening,Haryana,Panipat,State Road,Cloudy,Bus,32,No,NA,43,0,0,Property Damage
ACC000554,28-08-2025,Morning,,North Delhi,Flyover,Rainy,Car,16,Yes,NA,52,0,0,Property Damage
ACC000555,16-03-2022,Morning,Karnataka,Mangaluru,State Road,Cloudy,Bicycle,35,No,NA,37,1,1,Fatal
ACC000556,05-12-2022,Evening,Punjab,Jalandhar,Village Road,Clear,Car,57,No,NA,47,2,0,Minor
ACC000557,12-03-2023,Morning,Uttar Pradesh,Noida,Highway,Clear,Car,21,Yes,NA,91,5,1,Fatal
ACC000558,17-12-2023,Night,Karnataka,Hubli,City Road,Foggy,Two-Wheeler,17,No,No,75,6,0,Major
ACC000559,24-05-2024,Morning,Gujarat,Surat,State Road,Rainy,Car,28,No,NA,41,6,1,Fatal
ACC000560,22-12-2023,Night,Uttar Pradesh,Kanpur,Arterial Road,Cloudy,Two-Wheeler,48,Yes,No,37,5,1,Fatal
ACC000561,21-05-2022,Morning,Bihar,Gaya,Highway,Cloudy,Two-Wheeler,58,No,No,73,0,0,Property Damage
ACC000562,22-12-2022,Night,Punjab,Jalandhar,City Road,Clear,Two-Wheeler,42,No,Yes,25,3,1,Fatal
ACC000563,04-06-2025,Afternoon,Chhattisgarh,Bilaspur,Highway,Cloudy,Truck,19,No,NA,103,5,0,Major
ACC000564,02-08-2024,Night,Andhra Pradesh,Guntur,City Road,Rainy,Truck,36,No,NA,34,1,0,Minor
ACC000565,17-08-2024,Afternoon,Bihar,Bhagalpur,State Road,Rainy,Auto-Rickshaw,59,No,NA,46,4,0,Minor
ACC000566,14-09-2024,Evening,Rajasthan,Udaipur,Village Road,Rainy,Two-Wheeler,32,No,Yes,54,3,0,Major
ACC000567,22-01-2025,Morning,Uttar Pradesh,Agra,Highway,Clear,Auto-Rickshaw,38,No,NA,69,3,0,Minor
ACC000568,07-04-2022,Night,Tamil Nadu,Madurai,Arterial Road,Clear,Bus,39,No,NA,34,3,0,Major
ACC000569,06-07-2023,Morning,Haryana,Faridabad,City Road,Rainy,Auto-Rickshaw,16,No,NA,72,8,1,Fatal
ACC000570,07-03-2024,Evening,,Leh,Highway,Clear,Truck,49,No,NA,31,3,0,Major
ACC000571,28-05-2023,Afternoon,Uttar Pradesh,Noida,Village Road,Clear,Two-Wheeler,47,Yes,Yes,39,0,0,Property Damage
ACC000572,06-06-2025,Night,Telangana,Warangal,Arterial Road,Rainy,Auto-Rickshaw,16,No,NA,42,4,0,Minor
ACC000573,05-12-2023,Afternoon,Chhattisgarh,Bilaspur,Highway,Clear,Car,19,No,NA,60,5,1,Fatal
ACC000574,31-01-2025,Morning,Uttarakhand,Dehradun,City Road,Clear,Truck,23,No,NA,59,6,1,Fatal
ACC000575,15-06-2025,Morning,Telangana,Nizamabad,State Road,Clear,Two-Wheeler,46,No,No,33,0,0,Property Damage
ACC000576,09-01-2024,Night,Bihar,Gaya,Flyover,Clear,Two-Wheeler,26,Yes,Yes,57,3,0,Major
ACC000577,31-08-2025,Night,Odisha,Rourkela,City Road,Clear,Two-Wheeler,41,Yes,Yes,40,3,0,Major
ACC000578,25-05-2024,Night,Goa,Panaji,Highway,Clear,Car,34,No,NA,48,4,0,Minor
ACC000579,14-06-2025,Morning,Tamil Nadu,Madurai,Arterial Road,Clear,Two-Wheeler,37,No,Yes,24,1,0,Major
ACC000580,01-06-2023,Night,,New Delhi,Arterial Road,Rainy,Auto-Rickshaw,42,No,NA,41,3,0,Minor
ACC000581,30-12-2023,Afternoon,Uttar Pradesh,Noida,Flyover,Clear,Two-Wheeler,40,No,No,36,0,0,Property Damage
ACC000582,22-02-2024,Morning,Himachal Pradesh,Dharamshala,Village Road,Cloudy,Two-Wheeler,36,No,Yes,54,1,0,Minor
ACC000583,19-06-2022,Morning,Tamil Nadu,Tiruchirappalli,Arterial Road,Clear,Two-Wheeler,40,No,Yes,38,0,0,Property Damage
ACC000584,17-08-2023,Morning,Madhya Pradesh,Bhopal,Highway,Cloudy,Two-Wheeler,39,No,No,82,11,1,Fatal
ACC000585,11-09-2025,Evening,Uttar Pradesh,Kanpur,Arterial Road,Cloudy,Two-Wheeler,33,No,Yes,41,1,0,Minor
ACC000586,24-07-2024,Morning,West Bengal,Durgapur,Highway,Rainy,Truck,30,No,NA,62,5,0,Major
ACC000587,25-09-2022,Night,Kerala,Thiruvananthapuram,State Road,Rainy,Pedestrian-Involved,60,No,NA,62,1,0,Minor
ACC000588,29-05-2023,Morning,Maharashtra,Nagpur,Village Road,Clear,Two-Wheeler,30,No,Yes,53,0,0,Property Damage
ACC000589,13-10-2022,Morning,Gujarat,Surat,State Road,Cloudy,Two-Wheeler,54,No,Yes,59,3,0,Minor
ACC000590,11-02-2022,Night,West Bengal,Durgapur,Highway,Clear,Truck,27,Yes,NA,85,3,0,Major
ACC000591,24-09-2025,Evening,Jharkhand,Dhanbad,Arterial Road,Clear,Two-Wheeler,47,No,Yes,40,3,0,Major
ACC000592,22-10-2023,Morning,Arunachal Pradesh,Itanagar,State Road,Cloudy,Truck,59,Yes,NA,51,2,0,Major
ACC000593,07-04-2023,Evening,Haryana,Panipat,City Road,Cloudy,Car,32,No,NA,50,3,0,Major
ACC000594,11-06-2024,Afternoon,Tamil Nadu,Coimbatore,City Road,Rainy,Bus,27,No,NA,20,2,0,Minor
ACC000595,13-01-2022,Morning,Karnataka,Mangaluru,State Road,Clear,Two-Wheeler,30,No,No,50,4,0,Major
ACC000596,17-02-2023,Evening,,South Delhi,Highway,Cloudy,Pedestrian-Involved,36,Yes,NA,65,6,2,Fatal
ACC000597,27-10-2024,Evening,Tamil Nadu,Tiruchirappalli,City Road,Clear,Bicycle,40,No,NA,46,4,0,Minor
ACC000598,28-07-2024,Morning,West Bengal,Kolkata,Arterial Road,Rainy,Two-Wheeler,35,No,Yes,35,0,0,Property Damage
ACC000599,04-12-2025,Afternoon,,East Delhi,Village Road,Clear,Car,31,No,NA,63,2,0,Minor
ACC000600,10-07-2024,Morning,,North Delhi,Arterial Road,Rainy,Two-Wheeler,61,No,Yes,28,3,1,Fatal
ACC000601,28-11-2023,Night,West Bengal,Kolkata,Flyover,Cloudy,Two-Wheeler,33,Yes,No,38,11,1,Fatal
ACC000602,19-01-2025,Night,Punjab,Amritsar,Flyover,Foggy,Pedestrian-Involved,28,No,NA,37,1,0,Minor
ACC000603,23-08-2025,Afternoon,Gujarat,Rajkot,Arterial Road,Clear,Two-Wheeler,47,No,Yes,54,3,0,Minor
ACC000604,19-11-2024,Afternoon,Chhattisgarh,Raipur,City Road,Clear,Two-Wheeler,47,No,Yes,24,0,0,Property Damage
ACC000605,09-11-2025,Afternoon,Uttar Pradesh,Lucknow,Village Road,Clear,Two-Wheeler,54,No,No,70,6,0,Major
ACC000606,23-02-2025,Afternoon,Maharashtra,Aurangabad,City Road,Clear,Car,61,No,NA,46,2,0,Minor
ACC000607,05-07-2025,Morning,Bihar,Bhagalpur,Highway,Clear,Auto-Rickshaw,41,No,NA,60,3,0,Major
ACC000608,02-07-2022,Night,Madhya Pradesh,Bhopal,State Road,Clear,Car,32,Yes,NA,62,10,1,Fatal
ACC000609,05-12-2024,Afternoon,Punjab,Jalandhar,City Road,Clear,Car,16,No,NA,56,0,0,Property Damage
ACC000610,11-10-2023,Evening,Kerala,Thrissur,State Road,Clear,Two-Wheeler,24,No,Yes,66,6,1,Fatal
ACC000611,30-03-2024,Morning,Mizoram,Aizawl,State Road,Clear,Truck,39,Yes,NA,61,2,1,Fatal
ACC000612,24-08-2024,Morning,Uttarakhand,Nainital,Village Road,Rainy,Two-Wheeler,21,No,No,90,0,0,Property Damage
ACC000613,18-11-2025,Night,Andhra Pradesh,Visakhapatnam,Highway,Clear,Car,16,No,NA,54,1,0,Minor
ACC000614,08-12-2025,Morning,Jharkhand,Jamshedpur,Village Road,Clear,Car,37,No,NA,53,6,0,Major
ACC000615,05-03-2023,Night,Karnataka,Hubli,Highway,Clear,Pedestrian-Involved,46,No,NA,43,0,0,Property Damage
ACC000616,07-12-2024,Evening,Andhra Pradesh,Guntur,Village Road,Clear,Truck,33,No,NA,45,0,0,Property Damage
ACC000617,31-12-2024,Evening,Madhya Pradesh,Jabalpur,Flyover,Cloudy,Truck,48,No,NA,63,1,0,Minor
ACC000618,09-06-2023,Morning,Tripura,Agartala,Highway,Cloudy,Car,44,No,NA,75,3,0,Major
ACC000619,15-07-2022,Morning,Uttarakhand,Dehradun,Highway,Clear,Two-Wheeler,51,No,Yes,82,4,0,Minor
ACC000620,10-03-2022,Evening,,New Delhi,Highway,Cloudy,Car,64,No,NA,70,6,1,Fatal
ACC000621,15-02-2025,Night,Manipur,Imphal,Village Road,Clear,Truck,70,Yes,NA,48,6,0,Major
ACC000622,16-12-2023,Night,,Srinagar,City Road,Clear,Truck,46,No,NA,38,2,0,Minor
ACC000623,09-12-2025,Morning,Madhya Pradesh,Bhopal,Arterial Road,Rainy,Car,30,No,NA,36,3,0,Major
ACC000624,12-11-2023,Night,,New Delhi,Village Road,Clear,Two-Wheeler,37,Yes,No,45,2,1,Fatal
ACC000625,29-11-2025,Night,Telangana,Hyderabad,City Road,Clear,Two-Wheeler,56,No,Yes,18,0,0,Property Damage
ACC000626,03-09-2023,Night,West Bengal,Durgapur,Arterial Road,Rainy,Two-Wheeler,24,No,Yes,49,2,0,Minor
ACC000627,14-03-2025,Morning,Telangana,Warangal,City Road,Clear,Truck,55,No,NA,45,2,1,Fatal
ACC000628,22-05-2022,Evening,Kerala,Kozhikode,Highway,Clear,Pedestrian-Involved,34,No,NA,59,2,1,Fatal
ACC000629,02-04-2024,Night,Karnataka,Hubli,Highway,Cloudy,Car,39,No,NA,66,4,0,Major
ACC000630,28-03-2025,Morning,Madhya Pradesh,Indore,Highway,Cloudy,Truck,26,No,NA,76,4,0,Major
ACC000631,21-09-2025,Evening,Tamil Nadu,Madurai,Village Road,Rainy,Truck,19,No,NA,77,9,1,Fatal
ACC000632,01-05-2025,Night,Andhra Pradesh,Visakhapatnam,State Road,Foggy,Two-Wheeler,32,Yes,Yes,38,7,2,Fatal
ACC000633,03-03-2022,Night,Mizoram,Aizawl,State Road,Clear,Two-Wheeler,53,Yes,Yes,42,3,0,Minor
ACC000634,14-07-2023,Afternoon,Haryana,Faridabad,State Road,Foggy,Two-Wheeler,27,No,Yes,59,3,1,Fatal
ACC000635,22-03-2022,Evening,Andhra Pradesh,Visakhapatnam,City Road,Clear,Auto-Rickshaw,57,No,NA,48,2,0,Major
ACC000636,25-06-2022,Morning,West Bengal,Siliguri,Village Road,Rainy,Two-Wheeler,29,No,Yes,66,1,0,Minor
ACC000637,21-09-2024,Night,Gujarat,Rajkot,Arterial Road,Clear,Car,22,Yes,NA,71,3,1,Fatal
ACC000638,09-11-2024,Night,Madhya Pradesh,Jabalpur,Highway,Clear,Two-Wheeler,39,No,Yes,103,1,0,Minor
ACC000639,09-02-2025,Evening,Uttarakhand,Dehradun,City Road,Clear,Car,45,No,NA,40,2,1,Fatal
ACC000640,04-07-2025,Evening,Madhya Pradesh,Jabalpur,Highway,Rainy,Two-Wheeler,38,No,No,91,1,1,Fatal
ACC000641,15-12-2024,Evening,Odisha,Rourkela,City Road,Cloudy,Bicycle,38,No,NA,34,2,0,Minor
ACC000642,26-03-2025,Evening,Chhattisgarh,Bhilai,Village Road,Clear,Two-Wheeler,57,No,Yes,77,10,2,Fatal
ACC000643,23-03-2022,Morning,Telangana,Hyderabad,City Road,Clear,Auto-Rickshaw,37,No,NA,47,1,0,Minor
ACC000644,08-12-2022,Morning,Tripura,Agartala,Arterial Road,Foggy,Car,30,No,NA,47,1,0,Minor
ACC000645,12-07-2024,Evening,Karnataka,Mangaluru,Arterial Road,Rainy,Two-Wheeler,21,No,Yes,65,0,0,Property Damage
ACC000646,24-06-2025,Evening,Nagaland,Kohima,State Road,Clear,Truck,53,No,NA,36,3,0,Minor
ACC000647,08-01-2022,Night,Odisha,Bhubaneswar,Arterial Road,Cloudy,Car,30,Yes,NA,33,4,1,Fatal
ACC000648,25-01-2024,Afternoon,Assam,Dibrugarh,Arterial Road,Clear,Two-Wheeler,32,No,Yes,44,1,0,Minor
ACC000649,24-09-2024,Morning,Punjab,Ludhiana,Flyover,Rainy,Truck,50,No,NA,46,1,1,Fatal
ACC000650,19-02-2022,Afternoon,Himachal Pradesh,Manali,City Road,Cloudy,Car,63,No,NA,53,2,1,Fatal
ACC000651,21-08-2023,Afternoon,,Port Blair,State Road,Rainy,Car,39,No,NA,41,3,1,Fatal
ACC000652,13-08-2025,Morning,West Bengal,Siliguri,City Road,Clear,Truck,34,No,NA,56,0,0,Property Damage
ACC000653,16-09-2024,Evening,Uttarakhand,Dehradun,Highway,Cloudy,Car,36,No,NA,64,3,0,Major
ACC000654,13-12-2022,Afternoon,Chhattisgarh,Raipur,State Road,Cloudy,Two-Wheeler,30,No,Yes,48,2,0,Minor
ACC000655,17-06-2025,Night,Gujarat,Ahmedabad,City Road,Rainy,Two-Wheeler,31,No,No,41,1,0,Minor
ACC000656,11-06-2023,Afternoon,,North Delhi,Highway,Clear,Two-Wheeler,31,No,No,64,8,1,Fatal
ACC000657,17-06-2025,Afternoon,Rajasthan,Udaipur,State Road,Rainy,Car,48,No,NA,56,1,0,Minor
ACC000658,23-03-2023,Night,Telangana,Hyderabad,Highway,Clear,Two-Wheeler,35,No,Yes,62,4,1,Fatal
ACC000659,31-05-2024,Morning,Tamil Nadu,Coimbatore,State Road,Cloudy,Two-Wheeler,54,No,Yes,36,4,1,Fatal
ACC000660,15-08-2023,Afternoon,Madhya Pradesh,Gwalior,City Road,Rainy,Truck,34,No,NA,40,2,1,Fatal
ACC000661,11-02-2023,Morning,Himachal Pradesh,Dharamshala,Highway,Clear,Two-Wheeler,31,No,No,75,4,0,Minor
ACC000662,01-08-2025,Afternoon,Rajasthan,Jaipur,Arterial Road,Foggy,Two-Wheeler,53,No,No,30,6,2,Fatal
ACC000663,08-10-2022,Night,Rajasthan,Udaipur,Highway,Cloudy,Bus,36,Yes,NA,76,3,0,Major
ACC000664,22-05-2022,Night,Madhya Pradesh,Bhopal,Highway,Clear,Truck,34,No,NA,85,3,1,Fatal
ACC000665,03-06-2023,Night,Gujarat,Vadodara,Village Road,Clear,Truck,36,Yes,NA,67,0,0,Property Damage
ACC000666,15-11-2024,Afternoon,Assam,Dibrugarh,State Road,Clear,Two-Wheeler,55,No,No,55,1,0,Minor
ACC000667,06-04-2025,Afternoon,Arunachal Pradesh,Itanagar,City Road,Clear,Car,40,No,NA,26,2,0,Major
ACC000668,29-12-2025,Night,Tamil Nadu,Salem,City Road,Foggy,Auto-Rickshaw,52,No,NA,48,5,1,Fatal
ACC000669,19-03-2023,Afternoon,Telangana,Hyderabad,Village Road,Clear,Two-Wheeler,33,No,Yes,61,3,0,Minor
ACC000670,30-08-2023,Morning,Gujarat,Surat,Flyover,Clear,Two-Wheeler,50,No,Yes,36,4,0,Minor
ACC000671,01-08-2022,Evening,Bihar,Bhagalpur,Highway,Clear,Two-Wheeler,39,No,No,67,0,0,Property Damage
ACC000672,05-05-2024,Night,Gujarat,Rajkot,City Road,Clear,Auto-Rickshaw,47,No,NA,47,1,0,Minor
ACC000673,28-12-2025,Evening,Rajasthan,Jodhpur,Highway,Clear,Two-Wheeler,49,No,Yes,94,3,0,Minor
ACC000674,25-10-2024,Morning,Gujarat,Ahmedabad,Village Road,Clear,Car,24,No,NA,63,3,0,Major
ACC000675,06-06-2024,Afternoon,Bihar,Gaya,City Road,Cloudy,Car,37,No,NA,51,1,0,Major
ACC000676,09-08-2023,Afternoon,Andhra Pradesh,Vijayawada,Arterial Road,Cloudy,Bicycle,48,Yes,NA,45,3,0,Major
ACC000677,08-09-2025,Morning,Gujarat,Surat,Highway,Rainy,Two-Wheeler,51,No,Yes,71,2,1,Fatal
ACC000678,27-12-2023,Morning,Uttarakhand,Nainital,City Road,Clear,Car,52,No,NA,54,3,1,Fatal
ACC000679,29-07-2022,Evening,Chhattisgarh,Bilaspur,State Road,Clear,Bicycle,37,No,NA,42,2,0,Major
ACC000680,04-07-2023,Afternoon,Kerala,Thrissur,Flyover,Rainy,Two-Wheeler,56,No,Yes,45,2,0,Major
ACC000681,23-04-2022,Night,Assam,Guwahati,Village Road,Clear,Car,27,No,NA,51,3,1,Fatal
ACC000682,26-10-2022,Morning,Goa,Margao,State Road,Clear,Two-Wheeler,17,No,No,45,6,0,Minor
ACC000683,30-01-2022,Morning,Maharashtra,Nashik,State Road,Foggy,Two-Wheeler,32,No,Yes,64,1,1,Fatal
ACC000684,28-10-2023,Afternoon,Bihar,Gaya,Flyover,Clear,Two-Wheeler,52,No,Yes,50,1,0,Minor
ACC000685,29-07-2024,Afternoon,Karnataka,Mangaluru,State Road,Rainy,Two-Wheeler,22,No,Yes,64,1,0,Minor
ACC000686,04-06-2023,Night,Chhattisgarh,Bilaspur,Arterial Road,Rainy,Two-Wheeler,17,Yes,No,50,6,1,Fatal
ACC000687,15-09-2023,Afternoon,Madhya Pradesh,Gwalior,Arterial Road,Rainy,Bus,16,No,NA,57,0,0,Property Damage
ACC000688,04-11-2025,Evening,Punjab,Amritsar,City Road,Clear,Car,46,No,NA,49,5,0,Minor
ACC000689,04-01-2025,Evening,Karnataka,Bengaluru,Highway,Foggy,Two-Wheeler,17,No,Yes,82,2,0,Minor
ACC000690,09-03-2024,Night,Andhra Pradesh,Vijayawada,Highway,Clear,Truck,43,No,NA,58,0,0,Property Damage
ACC000691,27-02-2023,Morning,,South Delhi,State Road,Clear,Bicycle,32,No,NA,45,0,0,Property Damage
ACC000692,15-08-2025,Morning,Rajasthan,Jaipur,City Road,Rainy,Two-Wheeler,26,No,Yes,42,1,0,Minor
ACC000693,09-12-2022,Night,Manipur,Imphal,City Road,Rainy,Two-Wheeler,23,No,Yes,60,2,0,Major
ACC000694,06-05-2023,Morning,,Chandigarh,Flyover,Cloudy,Two-Wheeler,39,No,Yes,45,4,1,Fatal
ACC000695,31-08-2025,Night,Manipur,Imphal,State Road,Rainy,Bus,26,Yes,NA,42,4,1,Fatal
ACC000696,19-02-2024,Night,Maharashtra,Aurangabad,Arterial Road,Cloudy,Bus,36,No,NA,34,0,0,Property Damage
ACC000697,20-12-2024,Evening,Uttarakhand,Dehradun,City Road,Foggy,Car,41,No,NA,71,5,0,Major
ACC000698,01-06-2024,Morning,Uttar Pradesh,Ghaziabad,Flyover,Foggy,Two-Wheeler,44,No,Yes,60,3,0,Minor
ACC000699,23-08-2024,Evening,Rajasthan,Udaipur,Highway,Clear,Car,48,No,NA,70,2,0,Minor
ACC000700,24-03-2023,Night,Meghalaya,Shillong,Arterial Road,Cloudy,Truck,38,No,NA,50,0,0,Property Damage
